image,title,artist,year,movement
https://upload.wikimedia.org/wikipedia/commons/f/fe/Rembrandt_van_Rijn_184.jpg,self-portrait in a gorget,rembrandt van rijn,1629,baroque / dutch golden age
https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Rembrandt_Self-portrait_%28Kenwood%29.jpg/1280px-Rembrandt_Self-portrait_%28Kenwood%29.jpg,self-portrait with two circles,rembrandt van rijn,1665-1669,baroque / dutch golden age
https://upload.wikimedia.org/wikipedia/commons/f/f2/Rembrandt_self-portrait_1635.jpeg,self-portrait wearing a white feathered bonnet,rembrandt van rijn,1635,baroque / dutch golden age
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Rembrandt_-_The_Abduction_of_Europa_-_Google_Art_Project.jpg/1920px-Rembrandt_-_The_Abduction_of_Europa_-_Google_Art_Project.jpg,the abduction of europa,rembrandt van rijn,1632,baroque / dutch golden age
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Rembrandt_-_Zelfportret_-_Google_Art_Project.jpg/1280px-Rembrandt_-_Zelfportret_-_Google_Art_Project.jpg,self portrait,rembrandt van rijn,1658,baroque / dutch golden age
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Rembrandt%2C_Self_Portrait_at_the_Age_of_63.jpg/1280px-Rembrandt%2C_Self_Portrait_at_the_Age_of_63.jpg,self-portrait at the age of 63,rembrandt van rijn,1669,baroque / dutch golden age
https://en.wikipedia.org/wiki/File:Rembrandt_Harmensz._van_Rijn_-_Old_Man_with_a_Gold_Chain_-_Google_Art_Project.jpg,old man with a gold chain,rembrandt van rijn,1631,baroque / dutch golden age
https://upload.wikimedia.org/wikipedia/commons/d/d6/Rembrandt_-_The_Philosopher_in_Meditation.jpg,philosopher in meditation,rembrandt van rijn,1632,baroque / dutch golden age
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Judith_at_the_Banquet_of_Holofernes_%28previously_known_as_Artemisia%29%2C_by_Rembrandt%2C_from_Prado_in_Google_Earth.jpg/1920px-Judith_at_the_Banquet_of_Holofernes_%28previously_known_as_Artemisia%29%2C_by_Rembrandt%2C_from_Prado_in_Google_Earth.jpg,judith at the banquet of holofernes,rembrandt van rijn,1634,baroque / dutch golden age
https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Descent_from_the_Cross_%28Rembrant%29.jpg/1280px-Descent_from_the_Cross_%28Rembrant%29.jpg,the descent from the cross,rembrandt van rijn,1634,baroque / dutch golden age
https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/DeMolenRembrandt.jpg/1920px-DeMolenRembrandt.jpg,the mill,rembrandt van rijn,1645-1648,baroque / dutch golden age
https://upload.wikimedia.org/wikipedia/commons/a/a6/Pallas_Athena_or%2C_Armoured_Figure_by_Rembrandt_Harmensz._van_Rijn.jpg,pallas athena,rembrandt van rijn,1657,baroque / dutch golden age
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Rembrandt_-_Aristotle_with_a_Bust_of_Homer_-_WGA19232.jpg/1920px-Rembrandt_-_Aristotle_with_a_Bust_of_Homer_-_WGA19232.jpg,aristotle with a bust of homer,rembrandt van rijn,1653,baroque / dutch golden age
https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Rembrandt_van_Rijn_-_Self-Portrait_-_Google_Art_Project.jpg/1280px-Rembrandt_van_Rijn_-_Self-Portrait_-_Google_Art_Project.jpg,self-portrait with beret and turned-up collar,rembrandt van rijn,1659,baroque / dutch golden age
https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Velazquez-The_Surrender_of_Breda.jpg/1920px-Velazquez-The_Surrender_of_Breda.jpg,the surrender of breda,diego velazquez,1634-1635,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Diego_Vel%C3%A1zquez_-_Rokeby_Venus.jpg/1920px-Diego_Vel%C3%A1zquez_-_Rokeby_Venus.jpg,rokeby venus,diego velazquez,1647-1651,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Retrato_del_Papa_Inocencio_X._Roma%2C_by_Diego_Vel%C3%A1zquez.jpg/1280px-Retrato_del_Papa_Inocencio_X._Roma%2C_by_Diego_Vel%C3%A1zquez.jpg,portrait of innocent x,diego velazquez,1650,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Retrato_de_Juan_Pareja%2C_by_Diego_Vel%C3%A1zquez.jpg/1280px-Retrato_de_Juan_Pareja%2C_by_Diego_Vel%C3%A1zquez.jpg,portrait of juan de pareja,diego velazquez,1650,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Velazquez-las_hilanderas.jpg/1920px-Velazquez-las_hilanderas.jpg,las hilanderas,diego velazquez,1657,baroque
https://upload.wikimedia.org/wikipedia/commons/7/7b/Wassily_Kandinsky%2C_1903%2C_The_Blue_Rider_%28Der_Blaue_Reiter%29%2C_oil_on_canvas%2C_52.1_x_54.6_cm%2C_Stiftung_Sammlung_E.G._B%C3%BChrle%2C_Zurich.jpg,the blue rider,wassily kandinsky,1903,expressionism / abstraction
https://upload.wikimedia.org/wikipedia/commons/7/7c/Vassily_Kandinsky%2C_1901_-_Akhtyrka.jpg,akhtyrka,wassily kandinsky,1901,post-impressionism / expressionism
https://upload.wikimedia.org/wikipedia/commons/3/3a/Vassily_Kandinsky%2C_1913_-_Composition_6.jpg,composition vi,wassily kandinsky,1913,expressionism / abstraction
https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Kandinsky_-_Jaune_Rouge_Bleu.jpg/1920px-Kandinsky_-_Jaune_Rouge_Bleu.jpg,yellow-red-blue,wassily kandinsky,1925,expressionism / abstraction
https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Vassily_Kandinsky%2C_1922_-_Kleine_Welten_I_%28new_file%29.jpg/1280px-Vassily_Kandinsky%2C_1922_-_Kleine_Welten_I_%28new_file%29.jpg,small worlds i,wassily kandinsky,1922,abstraction
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Vassily_Kandinsky%2C_1923_-_On_White_II.jpg/1920px-Vassily_Kandinsky%2C_1923_-_On_White_II.jpg,on white ii,wassily kandinsky,1923,abstraction
https://upload.wikimedia.org/wikipedia/commons/f/f0/Vassily_Kandinsky%2C_1923_-_Circles_in_a_Circle.jpg,circles in a circle,wassily kandinsky,1923,abstraction
https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Composition_VII_-_Wassily_Kandinsky%2C_GAC.jpg/1920px-Composition_VII_-_Wassily_Kandinsky%2C_GAC.jpg,composition vii,wassily kandinsky,1913,expressionism / abstraction
https://uploads2.wikiart.org/00475/images/wassily-kandinsky/composition-iv-1911.jpg!Large.jpg,composition iv,wassily kandinsky,1911,expressionism / abstraction
https://uploads0.wikiart.org/images/wassily-kandinsky/black-and-violet-1923.jpg,black and violet,wassily kandinsky,1923,abstraction
https://uploads7.wikiart.org/images/wassily-kandinsky/composition-x-1939.jpg!Large.jpg,composition x,wassily kandinsky,1939,abstraction
https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Canestra_di_frutta_%28Caravaggio%29.jpg/1920px-Canestra_di_frutta_%28Caravaggio%29.jpg,basket of fruit,caravaggio,1599,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Saint_Francis_of_Assisi_in_Ecstasy-Caravaggio_%28c.1595%29.jpg/1920px-Saint_Francis_of_Assisi_in_Ecstasy-Caravaggio_%28c.1595%29.jpg,saint francis of assisi in ecstasy,caravaggio,1595,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Caravaggio_%28Michelangelo_Merisi%29_-_Good_Luck_-_Google_Art_Project.jpg/1920px-Caravaggio_%28Michelangelo_Merisi%29_-_Good_Luck_-_Google_Art_Project.jpg,the fortune teller,caravaggio,1594,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Michelangelo_Caravaggio_020.jpg/1920px-Michelangelo_Caravaggio_020.jpg,the lute player,caravaggio,1600,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Caravaggio_-_Giuditta_e_Oloferne_%28ca._1599%29.jpg/1920px-Caravaggio_-_Giuditta_e_Oloferne_%28ca._1599%29.jpg,judith beheading holofernes,caravaggio,1598-1599,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Caravaggio_%E2%80%94_The_Martyrdom_of_Saint_Matthew.jpg/1920px-Caravaggio_%E2%80%94_The_Martyrdom_of_Saint_Matthew.jpg,the martyrdom of saint matthew,caravaggio,1599-1600,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Narcissus-Caravaggio_%281594-96%29_edited.jpg/1280px-Narcissus-Caravaggio_%281594-96%29_edited.jpg,narcissus at the source,caravaggio,1597-1599,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Der_ungl%C3%A4ubige_Thomas_-_Michelangelo_Merisi%2C_named_Caravaggio.jpg/1920px-Der_ungl%C3%A4ubige_Thomas_-_Michelangelo_Merisi%2C_named_Caravaggio.jpg,the incredulity of saint thomas,caravaggio,1602,baroque
https://upload.wikimedia.org/wikipedia/commons/0/09/Caravaggio_-_The_Taking_of_Christ_restored.jpg,the taking of christ,caravaggio,1602,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/The_Conversion_of_Saint_Paul-Caravaggio_%28c._1600-1%29.jpg/1280px-The_Conversion_of_Saint_Paul-Caravaggio_%28c._1600-1%29.jpg,the conversion of saint paul,caravaggio,1600-1601,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Conversion_on_the_Way_to_Damascus-Caravaggio_%28c.1600-1%29.jpg/1280px-Conversion_on_the_Way_to_Damascus-Caravaggio_%28c.1600-1%29.jpg,conversion on the way to damascus,caravaggio,1601,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Caravaggio_%E2%80%94_Madonna_di_Loreto.jpg/960px-Caravaggio_%E2%80%94_Madonna_di_Loreto.jpg,madonna of loreto,caravaggio,1604-1606,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Death_of_the_Virgin-Caravaggio_%281606%29.jpg/1280px-Death_of_the_Virgin-Caravaggio_%281606%29.jpg,death of the virgin,caravaggio,1601-1606,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/The_Entombment_of_Christ-Caravaggio_%28c.1602-3%29.jpg/1280px-The_Entombment_of_Christ-Caravaggio_%28c.1602-3%29.jpg,the entombment of christ,caravaggio,1602-1604,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Saint_Jerome_Writing-Caravaggio_%281605-6%29.jpg/1920px-Saint_Jerome_Writing-Caravaggio_%281605-6%29.jpg,saint jerome writing,caravaggio,1605-1606,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Caravaggio_-_Sette_opere_di_Misericordia.jpg/1280px-Caravaggio_-_Sette_opere_di_Misericordia.jpg,the seven works of mercy,caravaggio,1607,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/The_Beheading_of_Saint_John-Caravaggio_%281608%29.jpg/1920px-The_Beheading_of_Saint_John-Caravaggio_%281608%29.jpg,the beheading of saint john,caravaggio,1608,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Burial_of_Saint_Lucy-Caravaggio_%281608%29.jpg/1280px-Burial_of_Saint_Lucy-Caravaggio_%281608%29.jpg,burial of saint lucy,caravaggio,1608,baroque
https://upload.wikimedia.org/wikipedia/commons/4/40/Caravaggio_-_Adorazione_dei_pastori.jpg,adoration of the shepherds,caravaggio,1609,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Michelangelo_Caravaggio_006.jpg/1280px-Michelangelo_Caravaggio_006.jpg,the raising of lazarus,caravaggio,1608,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Salom%C3%A9_con_la_cabeza_del_Bautista_%28Caravaggio%29.jpg/1920px-Salom%C3%A9_con_la_cabeza_del_Bautista_%28Caravaggio%29.jpg,salome with the head of john the baptist,caravaggio,1609,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/David_with_the_Head_of_Goliath-Caravaggio_%281610%29.jpg/1280px-David_with_the_Head_of_Goliath-Caravaggio_%281610%29.jpg,david with the head of goliath,caravaggio,1609-1610,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Boy_with_a_Basket_of_Fruit-Caravaggio_%281593%29.jpg/1920px-Boy_with_a_Basket_of_Fruit-Caravaggio_%281593%29.jpg,boy with a basket of fruit,caravaggio,1593-1594,baroque
https://upload.wikimedia.org/wikipedia/commons/d/d9/Giovanni_Baglione_-_The_Divine_Eros_Defeats_the_Earthly_Eros.jpg,sacred love and profane love,giovanni baglione,1602,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Crucifixion_of_Saint_Peter-Caravaggio_%28c.1600%29.jpg/1280px-Crucifixion_of_Saint_Peter-Caravaggio_%28c.1600%29.jpg,the crucifixion of saint peter,caravaggio,1601,baroque
https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Joseph_Mallord_William_Turner_%28British_-_Modern_Rome-Campo_Vaccino_-_Google_Art_Project.jpg/1920px-Joseph_Mallord_William_Turner_%28British_-_Modern_Rome-Campo_Vaccino_-_Google_Art_Project.jpg,modern rome - campo vaccino,jmw turner,1839,romanticism
https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Joseph_Mallord_William_Turner_-_Fishermen_at_Sea_-_Google_Art_Project.jpg/1920px-Joseph_Mallord_William_Turner_-_Fishermen_at_Sea_-_Google_Art_Project.jpg,fishermen at sea,jmw turner,1796,romanticism
https://upload.wikimedia.org/wikipedia/commons/f/f4/Joseph_Mallord_William_Turner_081.jpg,show storm: hannibal and his army crossing the alps,jmw turner,1812,romanticism
https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/J.M.W._Turner%27s_Rockets_and_Blue_Lights_%28Close_at_Hand%29_to_Warn_Steamboats_of_Shoal_Water.jpg/1920px-J.M.W._Turner%27s_Rockets_and_Blue_Lights_%28Close_at_Hand%29_to_Warn_Steamboats_of_Shoal_Water.jpg,rockets and blue lights (close at hand) to warn steamboats of shoal water,jmw turner,1840,romanticism
https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Slave-ship.jpg/1920px-Slave-ship.jpg,the slave ship,jmw turner,1840,romanticism
https://upload.wikimedia.org/wikipedia/commons/7/7b/Turner_Tintern1.jpg,tintern abbey,jmw turner,1795,romanticism
https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Joseph_Mallord_William_Turner_-_Fisherman%27s_Cottage%2C_Dover_-_Google_Art_Project.jpg/1920px-Joseph_Mallord_William_Turner_-_Fisherman%27s_Cottage%2C_Dover_-_Google_Art_Project.jpg,"fisherman's cottage, dover",jmw turner,1790,romanticism
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Joseph_Mallord_William_Turner_-_Clare_Hall_and_King%E2%80%99s_College_Chapel%2C_Cambridge%2C_from_the_Banks_of_the_River_Cam_-_Google_Art_Project.jpg/1920px-Joseph_Mallord_William_Turner_-_Clare_Hall_and_King%E2%80%99s_College_Chapel%2C_Cambridge%2C_from_the_Banks_of_the_River_Cam_-_Google_Art_Project.jpg,"clare hall and king's college chapel, cambridge, from the banks of the river cam",jmw turner,1793,romanticism
https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Joseph_Mallord_William_Turner_-_The_Angler_-_Google_Art_Project.jpg/1280px-Joseph_Mallord_William_Turner_-_The_Angler_-_Google_Art_Project.jpg,the angler,jmw turner,1794,romanticism
https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/%28Barcelona%29_Morning_amongst_the_Coniston_Fells%2C_Cumberland_-_William_Turner_-_Tate_Britain.jpg/1280px-%28Barcelona%29_Morning_amongst_the_Coniston_Fells%2C_Cumberland_-_William_Turner_-_Tate_Britain.jpg,morning among the coniston fells,jmw turner,1798,romanticism
https://upload.wikimedia.org/wikipedia/commons/8/81/Joseph_Mallord_William_Turner_-_Dutch_Boats_in_a_Gale_-_WGA23163.jpg,dutch boats in a gale,jmw turner,1801,romanticism
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Joseph_Mallord_William_Turner_024.jpg/1920px-Joseph_Mallord_William_Turner_024.jpg,jmw turner,calais pier,1803,romanticism
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Joseph_Mallord_William_Turner_-_London_from_Greenwich_Park_-_Google_Art_Project.jpg/1920px-Joseph_Mallord_William_Turner_-_London_from_Greenwich_Park_-_Google_Art_Project.jpg,london from greenwich park,jmw turner,1809,romanticism
https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Saltash_with_the_Water_Ferry%2C_Cornwall_MET_DP169566.jpg/1920px-Saltash_with_the_Water_Ferry%2C_Cornwall_MET_DP169566.jpg,saltash with the water ferry,jmw turner,1811,romanticism
https://upload.wikimedia.org/wikipedia/commons/0/08/DortorDordrecht.jpg,dort or dordrecht: the dort packet-boat from rotterdam becalmed,jmw turner,1818,romanticism
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Joseph_Mallord_William_Turner_%281775-1851%29_-_The_Field_of_Waterloo_-_NG500_-_Tate.jpg/1920px-Joseph_Mallord_William_Turner_%281775-1851%29_-_The_Field_of_Waterloo_-_NG500_-_Tate.jpg,the field of waterloo,jmw turner,1818,romanticism
https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Turner_Cologne%2C_the_Arrival_of_a_Packet-Boat%2C_Evening.jpg/1920px-Turner_Cologne%2C_the_Arrival_of_a_Packet-Boat%2C_Evening.jpg,"cologne, the arrival of a packet boat in the evening",jmw turner,1826,romanticism
https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Venice_-_The_Dogana_and_San_Giorgio_Maggiore_by_Joseph_Mallord_William_Turner%2C_1834%2C_oil_on_canvas%2C_view_2_-_National_Gallery_of_Art%2C_Washington_-_DSC00005.JPG/1920px-Venice_-_The_Dogana_and_San_Giorgio_Maggiore_by_Joseph_Mallord_William_Turner%2C_1834%2C_oil_on_canvas%2C_view_2_-_National_Gallery_of_Art%2C_Washington_-_DSC00005.JPG,venice: the dogana and san giorgio maggiore,jmw turner,1834,romanticism
https://upload.wikimedia.org/wikipedia/commons/2/2a/Wreckers_Coast_of_Northumberland_Joseph_Mallord_William_Turner.jpeg,"wreckers, coast of northumberland",jmw turner,1834,romanticism
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Joseph_Mallord_William_Turner_-_The_Burning_of_the_Houses_of_Lords_and_Commons%2C_16_October_1834_-_1942.647_-_Cleveland_Museum_of_Art.jpg/1920px-Joseph_Mallord_William_Turner_-_The_Burning_of_the_Houses_of_Lords_and_Commons%2C_16_October_1834_-_1942.647_-_Cleveland_Museum_of_Art.jpg,the burning of the houses of lords and commons,jmw turner,1834,romanticism
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Joseph_Mallord_William_Turner%2C_English_-_The_Burning_of_the_Houses_of_Lords_and_Commons%2C_October_16%2C_1834_-_Google_Art_Project.jpg/1920px-Joseph_Mallord_William_Turner%2C_English_-_The_Burning_of_the_Houses_of_Lords_and_Commons%2C_October_16%2C_1834_-_Google_Art_Project.jpg,the burning of the houses of lords and commons,jmw turner,1834,romanticism
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Chicago_art_inst_turner_vallee_aoste.JPG/1920px-Chicago_art_inst_turner_vallee_aoste.JPG,"valley of aosta: snowstorm, avalanche and thunderstorm",jmw turner,1836-1837,romanticism
https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Joseph_Mallord_William_Turner_-_Snow_Storm_-_Steam-Boat_off_a_Harbour%27s_Mouth_-_WGA23178.jpg/1920px-Joseph_Mallord_William_Turner_-_Snow_Storm_-_Steam-Boat_off_a_Harbour%27s_Mouth_-_WGA23178.jpg,snow storm: steam-boat off a harbour's mouth,jmw turner,1842,romanticism
https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Joseph_Mallord_William_Turner%2C_The_Evening_of_the_Deluge%2C_c._1843%2C_NGA_46064.jpg/1920px-Joseph_Mallord_William_Turner%2C_The_Evening_of_the_Deluge%2C_c._1843%2C_NGA_46064.jpg,the evening of the deluge,jmw turner,1843,romanticism
https://upload.wikimedia.org/wikipedia/commons/3/33/Joseph_Mallord_William_Turner_-_Norham_Castle%2C_Sunrise_-_WGA23182.jpg,"norham castle, sunrise",jmw turner,1845,romanticism
https://upload.wikimedia.org/wikipedia/commons/d/d2/Turner_-_The_Wreck_Buoy%2C_c.1849%2C_WAG_310.jpg,the wreck buoy',jmw turner,1849,romanticism
https://upload.wikimedia.org/wikipedia/commons/8/80/Joseph_Mallord_William_Turner_%281775-1851%29_-_The_Departure_of_the_Fleet_-_N00554_-_National_Gallery.jpg,the departure of the fleet,jmw turner,1850,romanticism
https://upload.wikimedia.org/wikipedia/en/f/f2/Number_17A.jpg,number 17a,jackson pollock,1948,abstract expressionism
https://www.jackson-pollock.org/assets/img/paintings/mural-on-indian-red-ground.jpg,mural on indian red ground,jackson pollock,1950,abstract expressionism
https://www.jackson-pollock.org/assets/img/paintings/autumn-rhythm.jpg,autumn rhythm (number 30),jackson pollock,1950,abstract expressionism
https://www.jackson-pollock.org/assets/img/paintings/convergence.jpg,convergence,jackson pollock,1952,abstract expressionism
https://www.jackson-pollock.org/assets/img/paintings/number-1.jpg,number 1,jackson pollock,1948,abstract expressionism
https://www.jackson-pollock.org/assets/img/paintings/one-number31.jpg,one: number 31,jackson pollock,1950,abstract expressionism
https://www.jackson-pollock.org/assets/img/paintings/the-deep.jpg,the deep,jackson pollock,1953,abstract expressionism
https://www.jackson-pollock.org/assets/img/paintings/blue-poles.jpg,blue poles,jackson pollock,1952,abstract expressionismn
https://upload.wikimedia.org/wikipedia/commons/6/61/Winslow_Homer_-_Artists_Sketching_in_the_White_Mountains.jpg,artists sketching in the white mountains,winslow homer,1868,american realism
https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Winslow_Homer_-_Girl_in_the_Hammock.jpg/1920px-Winslow_Homer_-_Girl_in_the_Hammock.jpg,girl in the hammock,winslow homer,1873,american realism / impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Winslow_Homer_-_The_Fog_Warning_-_Google_Art_Project.jpg/1920px-Winslow_Homer_-_The_Fog_Warning_-_Google_Art_Project.jpg,the fog warning,winslow homer,1885,american realism
https://upload.wikimedia.org/wikipedia/commons/8/86/Winslow_Homer_-_Moonlight.jpg,moonlight,winslow homer,1874,american realism
https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Winslow_Homer%2C_American_-_A_Huntsman_and_Dogs_-_Google_Art_Project.jpg/1920px-Winslow_Homer%2C_American_-_A_Huntsman_and_Dogs_-_Google_Art_Project.jpg,a huntsman and dogs,winslow homer,1891,american realism
https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/The_Veteran_in_a_New_Field_1865_Winslow_Homer.jpg/1920px-The_Veteran_in_a_New_Field_1865_Winslow_Homer.jpg,the veteran in a new field,winslow homer,1865,american realism
https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Sc%C3%A8ne_des_massacres_de_Scio%2C_Eug%C3%A8ne_Delacroix_-_Mus%C3%A9e_du_Louvre_Peintures_INV_3823_%3B_C3.jpg/1280px-Sc%C3%A8ne_des_massacres_de_Scio%2C_Eug%C3%A8ne_Delacroix_-_Mus%C3%A9e_du_Louvre_Peintures_INV_3823_%3B_C3.jpg,the massacre at chios,eugene delacroix,1824,romanticism
https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Eug%C3%A8ne_Delacroix_-_The_Barque_of_Dante.jpg/1920px-Eug%C3%A8ne_Delacroix_-_The_Barque_of_Dante.jpg,the barque of dante,eugene delacroix,1822,romanticism
https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Giorgione_-_Pala_di_Castelfranco.jpg/1280px-Giorgione_-_Pala_di_Castelfranco.jpg,castelfranco madonna,giogione,1503-1504,high renaissance
https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Giorgione_-_Three_Philosophers_-_Google_Art_Project.jpg/1920px-Giorgione_-_Three_Philosophers_-_Google_Art_Project.jpg,the three philosophers,giorgione,1505-1509,high renaissance
https://upload.wikimedia.org/wikipedia/commons/3/38/The_Adoration_of_the_Shepherds_-_Giorgione_-_1505_NG_Wash_DC.jpg,adoration of the shepherds,giorgione,1505,high renaissance
https://upload.wikimedia.org/wikipedia/commons/3/3b/Giorgione%2C_giudizio_di_salomone.jpg,the judgement of solomon,giorgione,1502-1505,high renaissance
https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Giorgione_-_Judith.jpg/960px-Giorgione_-_Judith.jpg,judith,giorgione,1504,high renaissance
https://upload.wikimedia.org/wikipedia/commons/6/61/Giorgione_Budapest_01.jpg,portrait of a young man,giorgione,1508-1510,high renaissance
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/After_Hans_Holbein_the_Younger_-_Portrait_of_Henry_VIII_-_Google_Art_Project.jpg/960px-After_Hans_Holbein_the_Younger_-_Portrait_of_Henry_VIII_-_Google_Art_Project.jpg,portrait of henry viii,hans holbein the younger,1536-1537,northern renaissance
https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Holbein-erasmus.jpg/1280px-Holbein-erasmus.jpg,portrait of erasmus of rotterdam,hans holbein the younger,1523,northern renaissance
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Hans_Holbein%2C_the_Younger_-_Sir_Thomas_More_-_Google_Art_Project.jpg/1280px-Hans_Holbein%2C_the_Younger_-_Sir_Thomas_More_-_Google_Art_Project.jpg,portrait of sir thomas more,hans holbein the younger,1527,northern renaissance
https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Retrato_de_la_esposa_del_artista_con_sus_dos_hijos%2C_por_Hans_Holbein_el_Joven.jpg/1280px-Retrato_de_la_esposa_del_artista_con_sus_dos_hijos%2C_por_Hans_Holbein_el_Joven.jpg,portrait of the artist's family,hans holbein the younger,1528,northern renaissance
https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Lais_of_Corinth%2C_by_Hans_Holbein_the_Younger.jpg/1280px-Lais_of_Corinth%2C_by_Hans_Holbein_the_Younger.jpg,lais of corinth,hans holbein the younger,1526,northern renaissance
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Hans_Holbein_the_Younger_-_Charles_de_Solier%2C_Sieur_de_Morette_-_Google_Art_Project.jpg/1280px-Hans_Holbein_the_Younger_-_Charles_de_Solier%2C_Sieur_de_Morette_-_Google_Art_Project.jpg,charles de solier,hans holbein the younger,1534,northern renaissance
https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Portrait_d%27Anne_de_Cl%C3%A8ves_-_Hans_Holbein.jpg/1280px-Portrait_d%27Anne_de_Cl%C3%A8ves_-_Hans_Holbein.jpg,portrait of anne of cleves,hans holbein the younger,1539,northern renaissance
https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Edgar_Degas_-_The_Bellelli_Family_-_Google_Art_Project.jpg/1920px-Edgar_Degas_-_The_Bellelli_Family_-_Google_Art_Project.jpg,the bellelli family,edgar degas,1858-1867,realism
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Edgar_Degas_-_In_a_Caf%C3%A9_-_Google_Art_Project_2.jpg/1280px-Edgar_Degas_-_In_a_Caf%C3%A9_-_Google_Art_Project_2.jpg,l'absinthe,edgar degas,1875-1876,realism / impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Edgar_Germain_Hilaire_Degas_031.jpg/960px-Edgar_Germain_Hilaire_Degas_031.jpg,the tub,edgar degas,1886,impressionism / realism
